num_citations,title,authors,year,url
0,Active learning based autoencoder for hyperspectral imagery classification,A Plaza,2016,http://ieeexplore.ieee.org/abstract/document/7729116/
0,Mechanism of situation element acquisition based on deep auto-encoder network in wireless sensor networks,,2017,http://journals.sagepub.com/doi/abs/10.1177/1550147717699625
0,Noise-Robust Speech Emotion Recognition Using Denoising Autoencoder,NK Kim & WK Seong,2016,http://www.aes.org/e-lib/browse.cfm?elib=18164
0,Multimodal learning using convolution neural network and Sparse Autoencoder,,2017,http://ieeexplore.ieee.org/abstract/document/7881683/
0,Image Compression with Stochastic Winner-Take-All Auto-Encoder,A Roumy & C Guillemot,2017,https://hal.archives-ouvertes.fr/hal-01493137/
0,Eye Labeling of Medical Image Data: Semantic Segmentation using Variational Auto-Encoder,,2016,http://www.artorg.unibe.ch/unibe/portal/fak_medizin/dept_weitere/ins_artorg/content/e212002/e212041/e460636/e464343/e468475/semantic_segmentation_using_variotional_auto_encoder_eng.pdf
0,Hyperspectral Imaging-Based Surface and Internal Defects Detection of Cucumber via Stacked Sparse Auto-encoder and Convolutional Neural Network,R Lu,2016,https://elibrary.asabe.org/azdez.asp?AID=47038&t=2
0,Semi-Supervised Training of Convolutional Neural Networks,B Gong,2016,https://pdfs.semanticscholar.org/525c/de3cbd31b4c446fa4636b84dced0cb020523.pdf
0,Mid-Level Feature Representation via Sparse Autoencoder for Remotely Sensed Scene Classification,A Samat,2017,http://ieeexplore.ieee.org/abstract/document/7738435/
0,Contractive Denoising Autoencoder,,2013,
0,SAR Automatic Target Recognition Based on Euclidean Distance Restricted Autoencoder,L Du,2017,http://ieeexplore.ieee.org/abstract/document/7879824/
0,Unsupervised domain adaptation techniques based on auto-encoder for non-stationary EEG-based emotion recognition,O Bai,2016,http://www.sciencedirect.com/science/article/pii/S0010482516302797
0,Evaluating the Divergent Auto-Encoder (DIVA) as a Machine Learning Algorithm.,,2011,http://mindmodeling.org/cogsci2011/papers/0829/paper0829.pdf
0,Cascading Denoising Auto-Encoder as a Deep Directed Generative Model,,2015,https://arxiv.org/abs/1511.07118
0,Choosing the Best Auto-Encoder-Based Bagging Classifier: An Empirical Study,W Rong & Y Shen,2014,http://link.springer.com/chapter/10.1007/978-3-319-12637-1_52
0,Parallel Unsupervised Feature Learning with Sparse AutoEncoder,,2010,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.375.1950&rep=rep1&type=pdf
0,Inferring Intrinsic Beliefs of Digital Images Using a Deep Autoencoder,,2016,http://scholarworks.uark.edu/csceuht/36/
0,Optimize real-valued RBM with Bidirectional Autoencoder,CLP Chen,2015,http://ieeexplore.ieee.org/abstract/document/7391888/
0,Page Header Logo AAAI Publications,,2017,http://www.aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14379
0,Recurrent Temporal Sparse Autoencoder for attention-based action recognition,,2016,http://ieeexplore.ieee.org/abstract/document/7727234/
0,Masked Autoencoder for Distribution Estimation,,2015,https://pdfs.semanticscholar.org/ccc3/c7ac0ca5a70a87a938d74439b05a515523f9.pdf
0,Variational Autoencoder based Anomaly Detection using Reconstruction Probability,J An,2015,http://dm.snu.ac.kr/static/docs/TR/SNUDM-TR-2015-03.pdf
0,Spectral-Spatial Classification of Hyperspectral Imagery Based on Stacked Sparse Autoencoder and Random Forest,,2017,http://www.tandfonline.com/doi/abs/10.1080/22797254.2017.1274566
0,A Hybrid Algorithm of Extreme Learning Machine and Sparse Auto-Encoder,R Guan,2016,http://link.springer.com/chapter/10.1007/978-3-319-52015-5_20
0,Comparison between Unsupervised Feature Learning Methods Using an Auto-Encoder and Self-Organizing Map Algorithm for Sign Language Recognition,A Kumar,2014,https://pdfs.semanticscholar.org/7109/86492bb94e1c3550e4937127052954acc7e4.pdf
0,Stacked Robust Autoencoder for Classification,J Mehta et al.,2016,http://link.springer.com/chapter/10.1007/978-3-319-46675-0_66
0,CSI-based autoencoder classification for Wi-Fi indoor localization,B Wang,2016,http://ieeexplore.ieee.org/abstract/document/7532172/
0,Semi-Supervised Autoencoder: A Joint Approach of Representation and Classification,,2015,http://ieeexplore.ieee.org/abstract/document/7546333/
0,Classification method of tactile feeling using stacked autoencoder based on haptic primary colors,CL Fernando,2017,http://ieeexplore.ieee.org/abstract/document/7892341/
0,Manifold Regularized Stacked Autoencoder for Feature Learning,H Liu,2015,http://ieeexplore.ieee.org/abstract/document/7379645/
0,Corrigendum to'Novel segmented stacked autoencoder for effective dimensionality reduction and feature extraction in hyperspectral imaging' …,J Zabalza & J Ren,2016,http://dl.acm.org/citation.cfm?id=3032658
0,Denoising AutoEncoder in Neural Networks with Modified Elliott Activation Function and Sparsity-Favoring Cost Function,G Hu,2015,http://ieeexplore.ieee.org/abstract/document/7336086/
0,Hybrid autoencoder and classifier for label-deficient semi-supervised learning: Case study,,2016,http://ieeexplore.ieee.org/abstract/document/7527873/
0,Searching for modules of networks in the auto‐encoder frame,D Marinazzo,2007,http://aip.scitation.org/doi/abs/10.1063/1.2828753
0,Novel Subband Autoencoder Features for Detection of Spoofed Speech,TB Patel & HA Patil,2016,
0,Multimodal Deep Learning Library,,2015,https://pdfs.semanticscholar.org/3095/14d2eb6082768ba9833205fe0844d85acc37.pdf
0,Research of 3D face recognition algorithm based on deep learning stacked denoising autoencoder theory,,2016,http://ieeexplore.ieee.org/abstract/document/7586606/
0,Evaluation of weight sparsity control during autoencoder training of resting-state fMRI using non-zero ratio and hoyer's sparseness,H Kim,2016,http://ieeexplore.ieee.org/abstract/document/7552356/
0,Infinite Variational Autoencoder for Semi-Supervised Learning,E Abbasnejad et al.,2016,https://arxiv.org/abs/1611.07800
0,Sparse Auto-encoder with Smoothed l_1 Regularization,,2016,http://link.springer.com/chapter/10.1007/978-3-319-46675-0_61
0,Research of stacked denoising sparse autoencoder,,2016,http://link.springer.com/article/10.1007/s00521-016-2790-x
0,Real-time Dynamic MRI Reconstruction using Stacked Denoising Autoencoder,A Majumdar,2015,https://arxiv.org/abs/1503.06383
0,Dimensionality reduction and image reconstruction based on continuous autoencoder network,,2010,
0,An end-to-end convolutional selective autoencoder approach to Soybean Cyst Nematode eggs detection,A Akintayo & V Chawla,2016,https://arxiv.org/abs/1603.07834
0,Computational analysis of the Bidirectional Activation-based Learning in autoencoder task,I Farkaš,2015,http://ieeexplore.ieee.org/abstract/document/7280496/
0,Learning classifier system with deep autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7744396/
0,An Intelligent Fault Diagnosis Approach with Unsupervised Feature Learning by Stacked Denoising Autoencoder,C de Silva,2017,http://digital-library.theiet.org/content/journals/10.1049/iet-smt.2016.0423
0,Representation learning via Dual-Autoencoder for recommendation,F Zhuang et al.,2017,http://www.sciencedirect.com/science/article/pii/S0893608017300655
0,The Application of Autoencoder in Classification of the Eye Movement Data,,2015,http://pos.sissa.it/archive/conferences/264/001/ISCC2015_001.pdf
0,A Benchmark Dataset and Saliency-guided Stacked Autoencoder for Video-based Salient Object Detection,,2016,https://arxiv.org/abs/1611.00135
0,Land-Use Classification with Remote Sensing Image Based on Stacked Autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7823511/
0,License Plate Detection Based on Sparse Auto-Encoder,,2015,http://ieeexplore.ieee.org/abstract/document/7469174/
0,A hierarchical feature learning for isolated Farsi handwritten digit recognition using sparse autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7529492/
0,Redundancy embedding for search space reduction using deep auto-encoder: Application to collision-free posture generation,S Noda,2016,http://ieeexplore.ieee.org/abstract/document/7759545/
0,Learning 3D faces from 2D images via Stacked Contractive Autoencoder,,2017,http://www.sciencedirect.com/science/article/pii/S0925231217301431
0,Radar HRRP recognition based on sparse denoising autoencoder and multi-layer perceptron deep model,,2016,http://ieeexplore.ieee.org/abstract/document/7809986/
0,Content Based Image Retrieval system using Wavelet Transformation and multiple input multiple task Deep Autoencoder,B Nutter,2016,http://ieeexplore.ieee.org/abstract/document/7459184/
0,Anomaly Detection of Spectrum in Wireless Communication via Deep Autoencoder,,2016,http://link.springer.com/chapter/10.1007/978-981-10-3023-9_42
0,Extract Features Using Stacked Denoised Autoencoder,L Shang,2014,http://link.springer.com/chapter/10.1007/978-3-319-09330-7_2
0,"Investigation into the Use of Autoencoder Neural Networks, Principal Component Analysis and Support",VN Marivate et al.,2008,
0,Competitive and Penalized Clustering Auto-encoder,Y Cheung,2015,https://pdfs.semanticscholar.org/f5c2/a68f51a02ab2207232bc669bc957ad5ba580.pdf
0,Audio Source Separation Using a Deep Autoencoder,,2014,https://arxiv.org/abs/1412.7193
0,A water quality assessment method based on sparse autoencoder,,2015,http://ieeexplore.ieee.org/abstract/document/7338853/
0,Model-free controller design for discrete-valued input systems based on autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7749181/
0,Research on denoising sparse autoencoder,,2016,http://link.springer.com/article/10.1007/s13042-016-0550-y
0,Biased Reactions to Abnormal Stock Prices Detected by Autoencoder,,2016,https://www.jstage.jst.go.jp/article/jsp/20/4/20_157/_article/-char/ja/
0,A Deep Learning Method Combined Sparse Autoencoder with SVM,,2015,http://ieeexplore.ieee.org/abstract/document/7307823/
0,A Real-Time Visual Tracking Approach Using Sparse Autoencoder and Extreme Learning Machine,,2015,http://www.worldscientific.com/doi/abs/10.1142/S2301385015400038
0,Seismic facies recognition based on prestack data using deep convolutional autoencoder,,2017,https://arxiv.org/abs/1704.02446
0,Autoencoder Predicting Estrogenic Chemical Substances (APECS): An improved approach for screening potentially estrogenic chemicals using in vitro  …,LD Burgoon,2017,http://www.sciencedirect.com/science/article/pii/S2468111317300166
0,Early diagnosis of Alzheimer's disease: A multi-class deep learning framework with modified k-sparse autoencoder classification,M Paul,2016,http://ieeexplore.ieee.org/abstract/document/7804459/
0,Sparse Denoising Autoencoder Application in Identification of Counterfeit Pharmaceutical,,2016,
0,Coupled deep auto-encoder with image edge information for image super-resolution,,2016,http://ieeexplore.ieee.org/abstract/document/7832093/
0,Enhancing temporal alignment with autoencoder regularization,,2016,http://ieeexplore.ieee.org/abstract/document/7727840/
0,Learning Inverse Mapping by Autoencoder based Generative Adversarial Nets,,2017,https://arxiv.org/abs/1703.10094
0,SMS Spam Filtering using Probabilistic Topic Modelling and Stacked Denoising Autoencoder,N Al Moubayed et al.,2016,http://link.springer.com/chapter/10.1007/978-3-319-44781-0_50
0,An Auto-Encoder for Learning Conversation Representation Using LSTM,B Hu,2015,http://link.springer.com/chapter/10.1007/978-3-319-26532-2_34
0,Deep metric learning autoencoder for nonlinear temporal alignment of human motion,,2016,http://ieeexplore.ieee.org/abstract/document/7487366/
0,Scene classification based on a hierarchical convolutional sparse auto-encoder for high spatial resolution imagery,Y Zhong & B Zhao,2017,http://www.tandfonline.com/doi/abs/10.1080/01431161.2016.1266059
0,Model Predictive Control implementation on neural networks using denoising autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7844234/
0,Deep Feature Learning for Tibetan Speech Recognition using Sparse Auto-encoder,L Wang,2015,http://www.atlantis-press.com/php/download_paper.php?id=22307
0,Pareto-Optimal Multi-Objective Dimensionality Reduction Deep Auto-Encoder for Mammography Classification,J Kawahara & B Miles,2017,http://www.sciencedirect.com/science/article/pii/S0169260716309269
0,Sparse Autoencoder for Facial Expression Recognition,,2015,http://ieeexplore.ieee.org/abstract/document/7518455/
0,Unsupervised Feature Extraction with Autoencoder Trees,O İrsoy & E Alpaydın,2017,http://www.sciencedirect.com/science/article/pii/S0925231217304186
0,1000 Fps Highly Accurate Eye Detection with Stacked Denoising Autoencoder,L Wang,2015,http://link.springer.com/chapter/10.1007/978-3-662-48570-5_23
0,Dimensionality Reduction and Image Reconstruction Based on Continuous Autoencoder Network,,2010,http://en.cnki.com.cn/Article_en/CJFDTOTAL-SJCJ201003011.htm
0,Denoising auto-encoder based image enhancement for high resolution sonar image,,2017,http://ieeexplore.ieee.org/abstract/document/7890316/
0,Semi-supervised Stacked Label Consistent Autoencoder for Reconstruction and Analysis of Biomedical Signals,A Majumdar et al.,2016,http://ieeexplore.ieee.org/abstract/document/7752836/
0,Spectral–spatial classification of hyperspectral images using trilateral filter and stacked sparse autoencoder,,2017,http://remotesensing.spiedigitallibrary.org/article.aspx?articleid=2607836
0,Adaptive Stacked Denoising Autoencoder for Work Mode Identification of Airborne Active Phased Array Radar,,2016,http://link.springer.com/chapter/10.1007/978-981-10-2663-8_24
0,Auto-encoder based modeling of combustion system for circulating fluidized bed boiler,,2015,http://ieeexplore.ieee.org/abstract/document/7338946/
0,Echo-state conditional variational autoencoder for anomaly detection,,2016,http://ieeexplore.ieee.org/abstract/document/7727309/
0,Procedural modeling using autoencoder neural networks,R Mech,2015,http://www.google.com/patents/US20170004397
0,Autoencoder Regularized Network For Driving Style Representation Learning,W Dong & C Li,2017,https://arxiv.org/abs/1701.01272
0,Whispered speech recognition using deep denoising autoencoder,,2017,http://www.sciencedirect.com/science/article/pii/S0952197616302391
0,"A Novel Tracking and Recognition Algorithm Using"" Continuous Autoencoder"" Network",,2009,http://ieeexplore.ieee.org/abstract/document/5366549/
0,Auto-Encoder based ECG Signal Feature Extraction for Real-Time Detection of Cardiac Arrhythmias,A Serackis,2016,http://biomed.ktu.lt/index.php/BME/article/view/3399
0,Learning from Synthetic Data Using a Stacked Multichannel Autoencoder,X Zhang et al.,2015,http://ieeexplore.ieee.org/abstract/document/7424358/
0,Detection and Classification of Transmission Line Faults Based on Unsupervised Feature Learning and Convolutional Sparse Autoencoder,K Chen,2016,http://ieeexplore.ieee.org/abstract/document/7539352/
0,Effective Auto Encoder For Unsupervised Sparse Representation,,2015,http://digitalcommons.wayne.edu/cgi/viewcontent.cgi?article=1484&context=oa_theses
0,A modulation classification method in cognitive radios system using stacked denoising sparse autoencoder,,2017,http://ieeexplore.ieee.org/abstract/document/7885992/
0,Offline Urdu Nastaleeq optical character recognition based on stacked denoising autoencoder,S Rasheed,2017,http://ieeexplore.ieee.org/abstract/document/7839765/
0,Classification of Epileptic EEG Signals with Stacked Sparse Autoencoder Based on Deep Learning,,2016,http://link.springer.com/chapter/10.1007/978-3-319-42297-8_74
0,Deep Representations Based on Sparse Auto-Encoder Networks for Face Spoofing Detection,,2016,http://link.springer.com/chapter/10.1007/978-3-319-46654-5_68
0,An Autoencoder-Based Image Descriptor for Image Matching and Retrieval,,2016,https://etd.ohiolink.edu/!etd.send_file?accession=wright1460520086&disposition=attachment
0,Sentiment Analysis Using Semi-Supervised Recursive Autoencoder,,2015,http://cse.iitk.ac.in/users/cs365/2015/_submissions/vinay/report.pdf
0,Robust feature learning by improved auto-encoder from non-Gaussian noised images,,2015,http://ieeexplore.ieee.org/abstract/document/7294537/
0,Deep Feature Learning for Dummies: A Simple Auto-Encoder Training Method Using Particle Swarm Optimisation,M Bennamoun & R Togneri,2017,http://www.sciencedirect.com/science/article/pii/S0167865517300910
0,Robust transfer learning in multi-robot systems by using sparse autoencoder,LV Utkin,2016,http://ieeexplore.ieee.org/abstract/document/7519735/
0,An Autoencoder-Based Image Descriptor for Image Matching,AA Goshtasby,2016,http://search.proquest.com/openview/1d6c43922b81d4fb9eed4dacef3378ee/1?pq-origsite=gscholar&cbl=1976345
0,Multi-digit image synthesis using recurrent conditional variational autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7727223/
0,Discriminative autoencoder for detection and recognition of vehicle in aerial imagery,F Jurie,2015,
0,A Vehicle Type Recognition Method based on Sparse Auto Encoder,,2015,http://www.atlantis-press.com/php/download_paper.php?id=22522
0,Safety evaluation of the tailing pond based on stacked auto-encoder,,2015,http://en.cnki.com.cn/Article_en/CJFDTOTAL-ZJGD201503019.htm
0,Trust-aware Top-N Recommender Systems with Correlative Denoising Autoencoder,,2017,https://arxiv.org/abs/1703.01760
0,Instance-Wise Denoising Autoencoder for High Dimensional Data,,2016,https://www.hindawi.com/journals/mpe/2016/4365372/abs/
0,Detection of Double Compressed AMR Audio Using Stacked Autoencoder,J Huang,2017,http://ieeexplore.ieee.org/abstract/document/7707437/
